No;wage;union;nonwhite;married;education;experience;weights;age;education_in_years;experience_in_years
247357;7.452625449;yes;no;no;Post-graduate;20-24;1282.050049;44;18;20
87262;3.473684248;yes;no;yes;High School;35-39;5393.100098;56;12;38
102492;7.756410101;no;yes;yes;Some College;15-19;5495.689941;35;14;15
69648;3.340490823;no;no;no;High School;05-Sep;1880.76001;24;12;6
65785;10.97782274;no;no;yes;Post-graduate;20-24;5721.529785;44;17;21
252647;10.14911377;yes;no;yes;High School;15-19;5411.549805;33;12;15
41214;5.773687963;no;no;yes;Some College;05-Sep;7827.77002;28;13;9
182096;3.905051421;no;no;no;High School;05-Sep;7278.799805;27;12;9
162365;24.62201442;no;no;yes;Post-graduate;30-34;6875;54;17;31
42641;5.932584073;no;yes;no;Elementary;25-29;4458.819824;37;6;25
29436;10.57107644;no;no;yes;Post-graduate;20-24;6472.759766;47;18;23
199957;2.237442551;no;no;no;HS dropout;0-4;5677.060059;17;11;0
142411;9.910968212;no;no;yes;Post-graduate;05-Sep;5502.430176;30;18;6
31465;2.669662848;no;no;yes;Some College;0-4;5425.009766;22;15;1
191356;6.126402839;yes;no;no;College;05-Sep;4632.220215;27;16;5
164788;12.41025586;no;no;no;Some College;25-29;6640.459961;48;15;27
228531;7.058333462;no;no;yes;HS dropout;35-39;3769.050049;53;9;38
261496;5.397769451;yes;no;yes;High School;35-39;6795.799805;55;12;37
137331;10.46109528;no;no;yes;High School;30-34;6674.859863;52;12;34
211171;8.905243518;yes;no;yes;High School;Okt-14;7015.100098;28;12;10
151674;20.4588138;no;no;yes;Post-graduate;25-29;10307.24023;50;17;27
227857;9.211465617;no;no;yes;Elementary;>=40;3890.850098;55;8;41
97473;7.951428687;no;no;yes;HS dropout;20-24;4588.140137;39;10;23
64836;12.54195516;no;no;yes;Some College;25-29;3730.969971;45;13;26
243389;4.033333155;no;no;no;College;05-Sep;10110.62012;30;16;8
45300;7.970059342;yes;no;yes;High School;30-34;6890.299805;50;12;32
66281;4.560301325;yes;no;no;High School;05-Sep;4020.540039;24;12;6
6625;20.10716505;no;no;yes;Post-graduate;15-19;2826.669922;43;18;19
185846;13.53215148;no;no;yes;College;35-39;6989.689941;61;16;39
48612;2.558427025;no;yes;no;Elementary;05-Sep;8841.200195;19;8;5
128661;15.08141314;no;no;no;Post-graduate;15-19;1399.040039;41;18;17
189920;4.995412698;no;no;yes;High School;05-Sep;4428.240234;25;12;7
200787;2.037418148;no;no;yes;HS dropout;Okt-14;8681.549805;27;10;11
34904;2.883813362;no;no;yes;High School;Okt-14;884.8499756;30;12;12
97773;2.336311182;no;no;yes;High School;05-Sep;6772.629883;26;12;8
135455;4.321428816;no;no;yes;High School;25-29;13487.73047;43;12;25
52902;7.489888102;no;no;no;College;05-Sep;6058.879883;28;16;6
113352;2.205303723;no;yes;no;HS dropout;05-Sep;8113.5;26;11;9
65242;8.898876269;no;no;yes;High School;>=40;4878.890137;58;12;40
106425;4.881844543;yes;no;yes;Elementary;30-34;8163.930176;48;8;34
195695;3.985361264;no;no;yes;Elementary;>=40;7066.77002;54;8;40
75625;3.45184053;no;no;yes;High School;05-Sep;6984.370117;23;12;5
160556;7.463390232;no;no;no;College;0-4;1253.969971;25;16;3
249491;5.362880809;no;no;yes;High School;05-Sep;1372.619995;26;12;8
205783;6.722221993;no;no;yes;Some College;20-24;6099.109863;42;14;22
101644;8.336841147;no;no;yes;High School;30-34;7455.209961;51;12;33
144563;8.845028813;no;no;no;College;05-Sep;4217.439941;28;16;6
33264;5.193416038;no;no;no;College;0-4;8110.870117;22;16;0
231972;6.660550158;no;no;yes;High School;Okt-14;9568.759766;29;12;11
90335;8.642857648;yes;no;yes;Some College;30-34;6416.669922;51;13;32
38887;16.4667344;yes;no;yes;Post-graduate;20-24;4664.790039;48;18;24
189537;2.807921686;yes;no;no;High School;0-4;10305.86035;21;12;3
234678;6.660550158;no;no;yes;High School;0-4;9022.75;21;12;3
106331;6.549857462;yes;no;yes;High School;Okt-14;5015.879883;29;12;11
181501;8.119290806;no;no;yes;College;15-19;7505.27002;38;16;16
116368;2.765714297;no;no;no;HS dropout;0-4;5804.580078;17;11;0
208964;3.184210687;no;no;no;High School;Okt-14;5332.75;28;12;10
71103;9.3030153;yes;no;yes;High School;>=40;7678.180176;61;12;43
115823;6.880850679;no;no;yes;Post-graduate;Okt-14;5394.52002;34;17;11
187281;6.881516764;yes;no;yes;College;25-29;6610.149902;47;16;25
232114;5.397769451;no;yes;no;High School;15-19;8233.469727;36;12;18
198686;8.259083141;no;no;yes;Some College;05-Sep;6196.970215;27;14;7
182092;10.3222741;no;no;no;Post-graduate;Okt-14;4929.359863;33;17;10
100558;3.500482162;no;no;no;College;0-4;7249.879883;24;16;2
262306;13.53215148;no;no;yes;Some College;05-Sep;11658.33984;29;14;9
25066;10.97782274;no;no;yes;High School;15-19;7976.700195;36;12;18
193421;2.671573182;no;no;no;HS dropout;0-4;5624.790039;17;11;0
84529;3.619658107;yes;no;no;College;30-34;1589.949951;54;16;32
40939;6.293216416;no;no;no;College;15-19;1587.280029;38;16;16
160989;5.317383122;yes;no;yes;College;25-29;2509.149902;50;16;28
219931;2.408530802;no;no;no;HS dropout;0-4;1638.439941;16;9;1
154946;8.273503758;yes;no;yes;Elementary;35-39;1449.939941;53;8;39
61443;12.29157408;no;yes;yes;Post-graduate;15-19;22567.81055;39;18;15
42642;10.17417443;no;no;yes;College;20-24;7506.620117;45;16;23
1345;3.707789553;no;no;yes;High School;05-Sep;3719.810059;24;12;6
65171;8.16564347;no;no;yes;Some College;0-4;5708;24;14;4
197345;3.321134414;no;no;no;HS dropout;25-29;6139.120117;41;9;26
249257;10.28555712;no;no;yes;Some College;20-24;1264.52002;39;13;20
44088;3.110382896;no;no;no;Some College;0-4;6974.680176;23;14;3
212056;3.005519753;no;no;no;High School;Okt-14;7552.240234;31;12;13
163536;2.816682834;no;no;no;HS dropout;20-24;5880.490234;41;11;24
54607;6.797753032;no;no;yes;Post-graduate;30-34;5446.439941;56;18;32
188340;7.611835453;no;no;yes;Some College;35-39;7127.77002;57;15;36
204351;3.65324797;no;no;yes;High School;35-39;6799.109863;56;12;38
108717;12.28723472;no;no;no;Some College;20-24;6990.279785;41;14;21
51894;2.761156344;yes;no;yes;Elementary;20-24;9687.44043;37;8;23
146496;12.9273503;no;no;yes;College;15-19;4595.419922;39;16;17
54015;4.347305433;yes;no;yes;Some College;35-39;6087.390137;57;13;38
78676;7.267267184;no;no;yes;HS dropout;35-39;7243.459961;52;11;35
139423;4.608398641;no;no;no;Some College;0-4;8909.030273;22;14;2
146309;4.826210732;no;yes;yes;Post-graduate;Okt-14;5355.399902;38;18;14
246407;4.209183702;no;yes;yes;High School;20-24;6914.689941;38;12;20
86855;4.309116682;yes;no;yes;High School;15-19;3731.75;34;12;16
197776;5.461651215;no;no;yes;High School;15-19;6426.569824;37;12;19
33425;9.084084218;no;no;yes;College;0-4;7184.779785;25;16;3
93846;14.57712634;no;no;yes;Some College;05-Sep;6746.200195;28;15;7
266375;2.997247588;no;yes;no;HS dropout;0-4;1411.140015;17;11;0
41473;3.865618561;no;no;no;Elementary;>=40;6356;53;7;40
59239;5.472361545;yes;no;yes;Post-graduate;30-34;7333.209961;57;18;33
9710;11.50099;no;no;yes;Post-graduate;Okt-14;8144.5;36;18;12
182205;33.95696652;no;no;yes;Post-graduate;20-24;7708;48;18;24
55147;10.33668359;yes;no;yes;HS dropout;>=40;4579.25;60;9;45
80658;7.363083479;no;no;yes;Some College;Okt-14;545.6599731;35;15;14
137811;2.404563358;no;no;yes;High School;05-Sep;8951.69043;23;12;5
153973;1.953466281;no;no;no;High School;05-Sep;2568.709961;23;12;5
160933;3.446023244;yes;yes;no;High School;0-4;1235.140015;19;12;1
54645;1.472616652;no;no;no;HS dropout;0-4;4210.379883;17;11;0
155100;6.845744767;no;no;yes;Some College;05-Sep;773.3200073;27;15;6
89686;5.343474097;no;no;yes;Elementary;>=40;7091.799805;56;5;45
5188;12.91958569;no;no;yes;Post-graduate;25-29;2093.060059;51;18;27
37421;5.107537535;no;no;yes;HS dropout;15-19;2754.449951;35;10;19
162859;2.730256293;no;no;no;Post-graduate;0-4;7814.660156;27;18;3
225216;4.2310383;no;no;yes;Elementary;>=40;3732.419922;59;6;47
255489;5.377778094;no;no;yes;High School;15-19;12079.33984;33;12;15
154599;8.273503758;no;no;no;College;15-19;1144.160034;40;16;18
95041;9.72446709;no;no;no;College;0-4;9507.599609;24;16;2
35873;5.813813594;yes;no;no;High School;0-4;1023.590027;21;12;3
144364;3.102563953;no;no;no;Elementary;05-Sep;4854.959961;17;6;5
219907;2.739622479;no;no;yes;College;0-4;1505.640015;23;16;1
221356;6.84905639;yes;no;yes;HS dropout;20-24;8636.040039;40;10;24
177210;6.73469376;yes;no;yes;High School;20-24;4049.360107;39;12;21
253278;3.910092512;no;no;no;High School;05-Sep;4493.149902;26;12;8
233545;6.73469376;no;no;yes;Some College;15-19;7974.759766;39;14;19
36659;8.364054762;yes;no;yes;Some College;25-29;3329.459961;44;13;25
188860;4.98170171;no;no;no;College;05-Sep;4893.75;27;16;5
164844;8.052515028;yes;no;yes;High School;Okt-14;8262.530273;29;12;11
166588;2.585470137;no;no;no;HS dropout;0-4;8335.019531;18;11;1
162722;5.809408092;no;no;yes;HS dropout;35-39;3409.219971;51;10;35
61859;8.462576975;no;no;yes;High School;20-24;9565.320313;39;12;21
147589;6.072129625;no;no;no;Some College;Okt-14;9064.339844;35;15;14
118578;6.300867952;no;no;no;College;0-4;5070.890137;25;16;3
55085;3.695866728;no;no;no;High School;05-Sep;4210.819824;27;12;9
186547;5.412861086;yes;no;yes;High School;Okt-14;6794.299805;32;12;14
16317;5.932584073;no;no;yes;High School;>=40;6798.080078;59;12;41
31602;8.050403449;yes;no;yes;HS dropout;>=40;6808.419922;60;10;44
228727;2.285808295;no;yes;no;Some College;0-4;10887.40039;23;13;4
92607;4.14857152;no;no;no;HS dropout;0-4;6301.410156;20;10;4
57198;10.54681579;no;no;yes;High School;15-19;5912.290039;33;12;15
141910;2.235742032;no;yes;no;High School;05-Sep;8579;24;12;6
19581;4.786004271;yes;no;yes;High School;Okt-14;8968.790039;32;12;14
123361;2.930199473;no;no;yes;HS dropout;05-Sep;2829.290039;22;10;6
226256;3.424528188;no;no;no;HS dropout;05-Sep;6190.240234;22;11;5
229306;10.2367359;no;no;yes;Post-graduate;20-24;6568.220215;47;18;23
104148;3.520853635;yes;no;yes;Elementary;>=40;6448.069824;60;7;47
214882;5.228532145;yes;no;yes;Some College;05-Sep;9053.259766;26;13;7
236752;4.397949756;no;no;yes;HS dropout;Okt-14;8487.179688;28;10;12
196234;5.093545513;yes;no;yes;College;05-Sep;7578.069824;31;16;9
110277;8.273503758;no;no;yes;High School;30-34;6932.740234;50;12;32
14632;11.12359563;yes;no;yes;College;30-34;8395.959961;52;16;30
248534;7.712038466;no;no;yes;Post-graduate;Okt-14;1572.810059;38;18;14
134450;2.984042381;no;no;yes;Elementary;>=40;6170.910156;59;7;46
88762;5.307017233;no;no;yes;High School;35-39;1911.689941;57;12;39
257477;7.168246022;no;no;yes;College;25-29;7378.089844;50;16;28
53566;4.169108849;yes;no;yes;HS dropout;35-39;5983.77002;55;10;39
198508;12.85554596;no;no;no;Post-graduate;Okt-14;6154.930176;37;18;13
222331;4.995412698;no;yes;yes;Some College;Okt-14;1955.469971;31;14;11
80335;9.18067398;no;no;no;Post-graduate;05-Sep;752.1599731;31;18;7
130494;24.47954983;no;no;yes;College;25-29;5844.649902;49;16;27
209499;3.330275073;no;no;yes;Some College;15-19;5318.819824;36;13;17
174912;8.766099917;no;no;yes;High School;15-19;2817.699951;34;12;16
233921;3.754016695;no;no;yes;Some College;05-Sep;6794.930176;26;14;6
136760;4.43115211;no;no;no;Some College;Okt-14;7506.759766;30;13;11
67010;5.176044635;no;no;yes;Post-graduate;Okt-14;7049.359863;35;18;11
32158;6.520958266;yes;no;yes;Some College;15-19;1599.369995;35;13;16
113624;4.168421063;no;no;no;High School;35-39;7857.779785;54;12;36
159633;2.196829926;no;no;no;HS dropout;0-4;2006.75;16;10;0
73775;4.347305433;no;no;yes;High School;Okt-14;8296.049805;32;12;14
34121;7.188118927;no;no;yes;Some College;15-19;1556.76001;35;13;16
194293;4.891728671;no;no;yes;Some College;15-19;5583.040039;35;13;16
252320;8.489241597;no;no;yes;Some College;Okt-14;10127.09961;34;14;14
106345;6.529173901;yes;no;yes;Some College;Okt-14;1376.449951;33;13;14
9961;8.782257959;no;no;yes;High School;20-24;7176.370117;39;12;21
254489;5.479244968;yes;no;yes;High School;>=40;2459.300049;63;12;45
199342;15.52617402;no;no;yes;Some College;15-19;6117.089844;34;13;15
92248;9.652421482;yes;no;yes;High School;20-24;8012.169922;38;12;20
187892;9.726233943;no;no;yes;College;30-34;6272.930176;55;16;33
15219;7.179005679;yes;no;yes;HS dropout;35-39;7086.310059;53;10;37
50867;9.447448501;yes;no;yes;High School;15-19;8549.629883;35;12;17
118502;5.170939975;no;no;yes;High School;25-29;2772.540039;46;12;28
247491;8.51548875;yes;no;yes;High School;Okt-14;600.0499878;28;12;10
200298;3.686980762;no;no;yes;High School;15-19;6390.149902;37;12;19
100074;9.790313984;yes;no;no;College;05-Sep;6112.720215;28;16;6
63714;9.343820571;yes;no;yes;High School;30-34;758.2600098;49;12;31
37601;9.883664094;no;no;yes;Post-graduate;Okt-14;5364.910156;38;18;14
206886;8.43401521;no;no;yes;College;0-4;6125.859863;25;16;3
214993;2.681440399;no;no;no;High School;0-4;1637.560059;18;12;0
110196;10.37142909;no;no;no;Some College;05-Sep;6609.259766;27;13;8
207514;2.630917387;yes;yes;no;High School;05-Sep;7521.060059;24;12;6
220028;12.60416529;no;no;yes;College;35-39;1817.660034;57;16;35
244712;4.321428816;no;no;yes;High School;>=40;6997.47998;64;12;46
91187;2.413105361;no;no;yes;Post-graduate;05-Sep;6702.870117;30;17;7
130777;2.800385656;no;yes;no;High School;05-Sep;4755.660156;26;12;8
178591;9.472506363;yes;no;yes;Elementary;15-19;6039.97998;28;7;15
158604;10.39008785;yes;no;yes;High School;30-34;2828.590088;52;12;34
54648;8.855621423;no;no;no;High School;05-Sep;5005.290039;27;12;9
100980;7.876084209;yes;no;yes;College;05-Sep;7097.830078;31;16;9
194333;10.00372273;no;no;no;High School;05-Sep;7661.810059;27;12;9
1914;6.893076038;no;no;yes;Some College;>=40;3620.219971;59;13;40
257820;2.388157911;no;no;no;High School;0-4;6472.77002;22;12;4
163897;9.552631111;yes;yes;yes;Post-graduate;15-19;6566.72998;39;17;16
192107;7.389524723;yes;no;yes;High School;20-24;4241.72998;40;12;22
111152;8.45004867;yes;no;yes;Elementary;30-34;8126.540039;45;8;31
194947;2.368126723;no;no;no;HS dropout;0-4;8166.240234;17;11;0
165655;3.254970756;no;no;no;High School;0-4;8580.929688;18;12;0
266415;3.395696948;no;yes;yes;Some College;05-Sep;1798.98999;26;15;5
73747;5.191011379;no;no;no;Post-graduate;05-Sep;8807.179688;31;18;7
170581;3.457142962;no;no;no;Some College;Okt-14;8094.169922;33;14;13
237827;4.545918396;no;no;yes;High School;>=40;7507.75;60;12;42
205959;4.09398506;no;no;yes;HS dropout;>=40;5481.25;55;9;40
259168;2.117389706;no;no;yes;Elementary;30-34;7678.040039;40;1;33
69868;4.505958078;no;no;yes;High School;30-34;2876.100098;51;12;33
63436;2.696629195;no;no;yes;High School;15-19;1275.939941;35;12;17
116582;7.124632015;yes;no;yes;High School;25-29;3711.040039;46;12;28
178407;3.697222205;no;no;no;Some College;15-19;3605.840088;37;14;17
263269;12.12244888;no;no;yes;High School;15-19;10670.75;35;12;17
175188;7.394445306;yes;no;yes;College;15-19;3162.820068;37;16;15
65149;4.820224695;no;no;no;High School;05-Sep;5446.560059;23;12;5
175221;5.219387766;no;no;no;High School;05-Sep;2899.840088;26;12;8
15601;6.006741624;no;yes;yes;College;05-Sep;8395.839844;28;16;6
9244;8.958539078;yes;no;yes;High School;Okt-14;8872.919922;28;12;10
232857;7.084572116;yes;yes;yes;Some College;30-34;7319.640137;51;14;31
179489;8.418367421;no;no;yes;College;35-39;3220.870117;60;16;38
187215;11.88493867;no;no;yes;College;15-19;6780.379883;40;16;18
117575;3.618421217;yes;no;no;High School;25-29;6408.310059;47;12;29
32192;4.325720121;no;no;no;Some College;0-4;2801.800049;21;15;0
148188;5.515669731;no;yes;yes;HS dropout;05-Sep;7070.169922;25;11;8
103156;9.945442164;no;no;yes;College;30-34;6588.910156;56;16;34
135695;2.992725444;no;yes;no;High School;0-4;9790.910156;19;12;1
5763;7.415730286;yes;no;yes;High School;25-29;2050.77002;43;12;25
113654;10.37142909;no;no;yes;Post-graduate;Okt-14;6881.009766;38;18;14
6719;3.260479127;no;no;no;High School;05-Sep;6525.939941;26;12;8
100475;19.69761102;no;no;yes;College;15-19;7031.240234;37;16;15
229790;1.736522572;no;yes;yes;Elementary;>=40;14285.25;55;3;46
150311;6.894586523;no;no;yes;High School;05-Sep;12323.13965;25;12;7
262217;4.614464311;no;no;yes;Some College;30-34;8688.730469;54;14;34
223662;7.744897687;no;no;yes;College;25-29;12507.54004;49;16;27
102730;5.189084122;no;yes;no;High School;05-Sep;7062.290039;26;12;8
233264;3.65324797;no;no;no;High School;Okt-14;7553.419922;29;12;11
54890;5.94099108;no;no;yes;Some College;35-39;2006.77002;59;14;39
90754;3.960960002;no;no;yes;High School;>=40;6526.490234;62;12;44
49832;9.528194971;no;no;yes;Some College;05-Sep;6959.660156;28;14;8
102784;3.447293255;yes;no;no;Post-graduate;0-4;7908.859863;26;18;2
251579;13.58278622;no;no;yes;College;Okt-14;2966.639893;33;16;11
224008;3.913382834;no;no;yes;Some College;20-24;5886.810059;39;13;20
230401;6.088050643;no;no;yes;HS dropout;30-34;3260.01001;46;9;31
157918;6.914285937;no;no;no;High School;30-34;6731.589844;50;12;32
236833;5.456731271;no;yes;yes;High School;Okt-14;9262.259766;28;12;10
47226;3.941757207;yes;no;yes;High School;20-24;2272.22998;38;12;20
95165;8.962963582;yes;no;yes;High School;35-39;7872.970215;56;12;38
148332;9.549003703;no;no;yes;College;15-19;5379.689941;37;16;15
8615;6.303370437;yes;no;yes;High School;15-19;7859.799805;34;12;16
193999;9.931132923;no;no;yes;College;Okt-14;7814.100098;34;16;12
17089;2.451713643;no;no;no;Elementary;>=40;7774.529785;63;8;49
240773;8.795899529;no;no;no;Some College;05-Sep;10049.69043;26;13;7
172030;18.52404335;yes;no;yes;High School;25-29;712.6599731;47;12;29
74133;8.507028839;yes;no;no;HS dropout;30-34;8070.25;49;9;34
47872;1.816816789;no;yes;no;HS dropout;0-4;7487.339844;20;11;3
140214;8.401158137;yes;no;yes;High School;15-19;8783.610352;33;12;15
180651;5.07527801;yes;no;no;High School;30-34;3118.949951;48;12;30
137469;3.099583619;no;no;yes;College;35-39;4980.149902;60;16;38
16480;14.8314606;yes;no;yes;High School;35-39;6463.240234;55;12;37
187430;8.044321358;no;no;yes;High School;05-Sep;6902.189941;27;12;9
264205;8.983165411;no;yes;yes;High School;Okt-14;9687.759766;32;12;14
15554;3.785004884;yes;no;yes;HS dropout;35-39;7057.319824;53;11;36
5857;5.890466629;no;no;yes;High School;>=40;2186.399902;61;12;43
229282;23.94839183;no;no;yes;College;30-34;6212.540039;52;16;30
126799;4.253906386;no;yes;no;Some College;05-Sep;11001.26953;26;14;6
238910;3.367346873;no;no;yes;Elementary;>=40;4196.580078;58;6;46
263224;5.313814933;no;no;yes;Elementary;25-29;8328.639648;42;8;28
248802;10.25500564;yes;no;yes;Some College;25-29;2209.73999;46;13;27
162484;11.72079654;yes;no;yes;High School;Okt-14;12236.83008;28;12;10
22019;3.633633585;no;no;no;High School;05-Sep;7921.25;23;12;5
264998;7.4725527;no;no;yes;High School;0-4;970.8900146;22;12;4
90203;2.640640111;no;yes;no;Elementary;30-34;10229.37012;44;8;30
186365;10.70165117;yes;no;yes;High School;>=40;7939.200195;59;12;41
147875;6.368421386;no;no;yes;Elementary;>=40;8832.290039;60;7;47
194620;6.164150798;yes;no;yes;HS dropout;25-29;7898.779785;42;9;27
144423;8.71757947;yes;no;yes;College;20-24;4203.310059;45;16;23
51570;2.246287081;no;no;yes;Some College;0-4;8118.140137;23;14;3
56652;9.269663101;no;no;yes;College;Okt-14;1533.569946;36;16;14
163873;11.40957337;no;yes;no;College;0-4;8542.459961;24;16;2
144032;2.405848019;no;no;no;Some College;0-4;4106.959961;23;15;2
58298;4.723723679;no;yes;yes;High School;05-Sep;11400.70996;27;12;9
20797;2.451713643;no;no;no;High School;05-Sep;6640;24;12;6
253296;6.642268841;no;no;yes;Some College;05-Sep;4365.810059;26;14;6
148832;2.778947325;no;no;yes;Elementary;35-39;6704.959961;50;5;39
45792;5.33190994;no;no;yes;HS dropout;20-24;9263.650391;41;11;24
200270;5.754221957;no;no;no;Some College;05-Sep;7144.390137;28;14;8
